id_cliente,id_plan,id_dispositivo,id_ubicacion,id_facturacion,id_promocion,id_fecha,id_soporte,id_servicio,id_evento,duracion_llamada,datos_consumidos_gb,minutos_usados,mensajes_enviados,costo_total,ancho_banda
620,572,87,540,203,569,902,427,857,329,42.59,48.57,568,351,180.01,100Mbps
513,363,716,996,233,93,602,380,351,997,48.9,25.67,381,65,141.79,50Mbps
599,446,494,750,185,192,82,317,65,517,2.9,31.78,392,329,254.09,10Mbps
20,434,254,517,212,168,329,635,85,532,29.31,9.07,252,164,121.9,50Mbps
710,128,344,853,92,148,303,58,957,895,50.92,37.99,475,385,78.86,10Mbps
593,50,734,207,815,919,786,351,295,253,14.32,47.85,484,363,201.88,100Mbps
122,671,1,895,633,949,200,82,904,47,15.57,35.28,397,370,131.25,50Mbps
906,182,366,190,420,644,52,525,689,804,2.7,19.1,569,209,90.27,100Mbps
227,471,781,852,639,580,990,459,853,578,39.15,16.63,210,98,282.33,50Mbps
706,182,934,536,546,979,528,429,228,975,4.04,18.38,582,117,102.08,50Mbps
43,241,915,697,903,869,353,923,288,141,2.27,34.92,31,314,81.61,10Mbps
334,282,827,489,915,738,227,890,639,439,35.56,14.32,14,355,178.16,50Mbps
400,148,417,558,60,972,491,186,107,881,21.99,18.26,804,453,104.32,10Mbps
834,71,199,285,634,469,947,680,829,424,11.01,4.93,295,36,134.59,50Mbps
287,797,422,407,375,59,632,386,438,862,54.23,16.67,688,97,156.12,50Mbps
630,768,295,197,286,421,612,899,433,678,14.34,41.47,289,298,235.72,10Mbps
962,21,810,344,213,805,578,662,892,765,34.01,9.59,65,102,110.06,100Mbps
854,855,672,8,398,262,453,487,984,738,49.16,26.17,576,153,215.25,10Mbps
844,899,609,171,255,639,981,904,687,562,36.15,23.95,25,98,31.61,10Mbps
650,962,616,374,263,700,747,956,564,101,33.49,30.01,741,55,96.67,10Mbps
317,803,674,811,176,538,364,994,93,225,4.58,16.09,645,159,165.86,50Mbps
156,648,221,691,766,629,285,780,816,895,37.58,41.82,959,43,252.99,50Mbps
717,615,391,818,329,153,361,819,730,395,39.22,40.78,303,314,142.31,10Mbps
227,822,793,691,700,343,806,43,20,162,35.9,40.68,401,210,73.24,100Mbps
315,372,484,10,498,98,592,604,202,613,32.98,28.57,173,303,11.45,50Mbps
833,826,263,71,796,638,693,134,945,844,33.13,44.07,988,199,157.54,10Mbps
209,769,680,559,801,131,803,429,886,188,9.98,15.73,892,164,172.79,10Mbps
306,572,26,992,344,616,554,478,465,994,18.96,2.29,684,133,229.87,100Mbps
548,984,282,933,788,199,119,185,70,498,21.43,3.01,33,358,285.23,100Mbps
301,885,139,633,933,284,517,851,540,568,26.12,13.03,611,399,148.52,50Mbps
433,228,125,746,423,412,204,57,939,746,17.63,24.91,478,49,60.34,100Mbps
341,663,152,279,832,743,270,357,701,467,0.96,21.12,835,376,98.06,10Mbps
517,467,998,139,370,809,495,10,738,340,27.95,12.01,689,43,127.11,100Mbps
733,398,961,708,617,368,467,681,469,959,44.11,32.01,181,347,128.95,10Mbps
441,707,947,583,338,735,254,56,688,994,48.63,42.01,4,5,182.93,10Mbps
464,839,74,563,686,862,723,551,269,93,58.38,11.33,597,205,297.64,10Mbps
847,44,963,740,186,338,392,430,385,611,41.73,35.26,467,383,85.83,10Mbps
724,797,358,622,217,737,211,876,715,581,52.11,22.51,188,363,174.53,10Mbps
682,747,300,345,401,525,488,153,953,56,42.5,19.25,792,93,267.96,50Mbps
262,669,927,780,191,518,59,234,353,281,45.74,2.05,286,191,217.31,100Mbps
124,121,496,707,276,993,878,221,466,576,57.21,11.05,28,153,151.98,10Mbps
458,634,684,559,536,449,988,36,286,423,37.66,11.0,174,369,235.5,10Mbps
440,885,62,957,823,186,692,315,911,155,49.63,11.52,584,439,237.11,100Mbps
550,461,432,131,467,284,25,697,12,197,13.74,30.77,897,131,237.4,10Mbps
603,473,818,865,986,443,684,473,693,532,35.56,41.46,121,311,246.39,100Mbps
629,790,751,129,477,33,240,858,319,97,34.25,35.5,473,465,148.5,50Mbps
484,673,58,174,807,872,65,262,41,934,42.9,10.12,841,93,132.55,100Mbps
873,523,224,449,297,699,345,896,867,14,41.78,19.91,250,172,293.52,100Mbps
479,764,771,680,742,878,87,692,987,587,57.56,27.35,935,397,110.66,10Mbps
82,982,353,580,368,367,898,157,562,56,42.52,20.92,989,247,99.21,50Mbps
713,200,626,133,698,604,943,6,595,181,42.28,45.94,907,180,108.5,10Mbps
812,629,335,603,546,874,972,751,84,827,0.98,5.34,716,381,229.07,50Mbps
490,221,644,678,404,13,18,222,412,128,32.6,36.48,273,363,241.0,10Mbps
267,444,322,552,586,258,701,720,676,229,48.83,25.13,134,58,292.79,50Mbps
731,827,342,187,657,896,6,972,38,900,59.72,43.75,867,500,103.1,10Mbps
494,805,628,160,729,660,938,973,407,574,55.59,16.61,994,307,80.03,100Mbps
35,935,450,306,551,928,289,857,940,816,50.13,49.64,973,65,167.24,10Mbps
499,17,583,973,439,470,617,191,818,582,58.79,46.18,750,378,279.76,100Mbps
760,690,719,256,364,555,465,202,779,949,17.43,15.12,683,317,15.3,10Mbps
551,601,195,258,937,175,91,772,229,713,35.73,14.62,792,292,169.2,50Mbps
639,932,550,518,966,495,288,581,17,52,45.82,22.1,670,325,118.65,10Mbps
237,708,798,513,781,361,236,767,99,436,38.3,47.78,253,71,36.04,50Mbps
290,529,190,558,899,773,669,644,294,41,33.05,2.38,894,301,245.39,100Mbps
364,353,19,700,443,47,299,339,30,992,20.25,24.73,364,264,132.29,10Mbps
232,97,718,177,518,287,183,298,537,63,36.7,39.48,862,479,217.35,10Mbps
971,783,304,112,374,96,661,236,916,220,26.6,38.06,16,252,241.82,100Mbps
670,798,632,139,906,195,264,321,674,260,36.67,41.72,703,93,205.44,100Mbps
42,555,592,267,379,226,313,532,342,941,24.03,32.48,484,339,67.8,50Mbps
921,134,767,226,320,711,519,317,250,341,21.73,48.94,398,258,289.0,50Mbps
11,630,653,774,469,471,806,256,67,442,43.58,20.8,618,410,193.1,10Mbps
790,146,905,525,788,127,700,373,809,677,47.73,22.84,76,341,53.34,10Mbps
118,448,96,512,754,268,884,782,651,776,42.22,17.68,324,488,169.97,50Mbps
855,868,506,674,563,512,157,843,669,87,20.35,24.72,882,75,112.41,100Mbps
952,593,424,207,451,877,872,91,571,425,38.39,0.16,707,348,58.94,50Mbps
402,581,470,438,162,182,472,95,131,244,20.33,33.63,148,428,128.37,50Mbps
183,978,732,895,703,705,207,728,388,483,10.11,6.79,755,132,139.87,50Mbps
775,2,814,657,64,352,790,503,594,474,52.81,13.58,636,22,28.84,10Mbps
882,770,415,879,419,899,545,295,460,526,36.08,21.74,93,90,219.29,10Mbps
400,862,729,882,95,365,799,520,273,936,45.64,40.3,76,306,235.06,50Mbps
152,852,789,841,136,516,951,524,397,704,7.6,4.69,282,441,146.8,50Mbps
669,47,858,993,233,397,161,239,674,109,13.26,25.47,672,460,166.86,100Mbps
26,496,444,79,718,491,462,242,321,134,5.79,25.21,606,361,145.94,10Mbps
280,324,410,303,645,631,465,277,680,353,8.61,42.66,509,170,191.09,10Mbps
404,938,534,228,572,532,501,636,127,910,26.62,20.27,253,470,287.63,10Mbps
666,116,103,993,190,998,480,279,970,295,56.23,20.12,494,230,193.66,10Mbps
47,635,930,67,610,779,760,337,376,90,17.32,5.97,745,417,174.66,100Mbps
739,333,841,688,483,618,123,2,284,458,24.08,9.49,429,485,173.81,10Mbps
358,277,650,83,680,667,885,111,467,367,11.05,49.01,861,444,235.13,10Mbps
43,355,158,758,471,557,416,411,863,221,27.84,22.85,879,152,168.27,10Mbps
490,144,380,99,468,357,461,730,234,904,36.89,16.9,732,445,236.88,100Mbps
227,316,588,743,703,673,210,226,136,866,9.08,11.73,272,465,260.46,50Mbps
204,741,707,557,309,847,895,592,581,456,32.71,9.91,582,439,63.73,50Mbps
324,959,65,717,282,226,590,422,664,295,2.67,32.52,590,116,234.54,10Mbps
301,161,912,452,551,658,988,129,288,691,29.56,44.62,283,112,52.45,100Mbps
201,609,670,855,207,501,530,575,33,470,46.83,34.44,318,55,123.34,50Mbps
773,234,167,332,599,296,205,788,185,264,22.69,33.73,515,104,91.5,10Mbps
228,397,488,959,428,199,483,106,343,22,7.57,38.57,839,176,271.1,100Mbps
163,781,393,53,731,241,532,266,566,897,53.33,8.18,978,181,236.47,50Mbps
422,493,921,816,783,383,559,33,622,184,16.85,13.5,431,79,75.01,10Mbps
458,122,881,66,947,785,310,832,362,75,57.84,12.08,790,418,175.92,10Mbps
367,976,683,341,690,847,798,241,944,212,51.07,46.67,57,141,34.9,50Mbps
516,91,961,13,240,930,431,957,467,569,11.62,25.52,982,346,79.92,100Mbps
933,474,357,778,962,148,960,825,617,585,39.17,31.08,640,239,242.35,100Mbps
191,777,239,726,964,448,465,569,467,127,29.97,12.08,131,270,98.62,100Mbps
171,47,247,91,249,379,376,488,61,918,20.89,3.91,86,236,33.25,10Mbps
155,458,592,236,54,446,960,720,958,980,52.29,15.41,887,342,157.72,50Mbps
398,126,187,371,877,760,973,100,640,431,19.95,13.25,418,51,182.9,100Mbps
130,842,672,967,706,639,281,502,894,581,29.47,43.31,124,49,143.39,50Mbps
870,440,119,814,200,829,315,634,633,38,17.02,15.99,686,180,184.01,10Mbps
116,2,245,601,406,269,386,573,414,194,7.67,28.3,455,229,183.5,10Mbps
10,527,315,201,200,952,192,774,964,41,17.2,44.16,47,267,283.26,10Mbps
365,243,70,364,744,232,543,730,684,732,20.62,18.42,92,402,83.69,50Mbps
382,177,895,796,842,401,609,989,536,97,37.91,5.19,992,26,60.0,100Mbps
109,609,233,189,227,320,372,724,578,721,19.19,26.3,756,380,177.91,100Mbps
675,695,656,3,942,482,477,546,850,230,34.92,10.35,555,261,224.37,100Mbps
721,123,417,356,983,590,525,721,755,558,31.13,12.99,948,212,145.78,10Mbps
661,46,412,166,30,710,111,265,292,947,30.18,30.76,903,58,144.35,100Mbps
915,745,461,835,640,211,860,370,250,460,13.83,48.35,678,284,87.14,10Mbps
758,929,177,259,300,697,704,592,385,234,44.83,37.36,446,56,256.61,50Mbps
958,826,870,20,805,729,1,368,488,215,33.76,9.23,546,324,76.7,10Mbps
145,715,152,731,519,151,264,248,511,15,5.34,40.61,380,155,282.35,50Mbps
998,584,810,428,118,357,508,328,304,650,44.0,17.12,949,148,19.71,10Mbps
458,297,606,797,52,418,468,98,501,778,14.86,6.88,846,264,278.22,50Mbps
785,436,571,921,628,410,12,188,358,921,25.39,34.79,110,422,70.42,100Mbps
947,476,172,183,685,253,169,264,936,697,58.53,41.63,534,126,67.17,100Mbps
944,144,696,593,241,237,996,704,993,9,34.41,33.12,501,404,184.55,100Mbps
917,277,398,732,52,656,690,610,901,927,55.1,9.5,366,142,14.76,50Mbps
127,369,5,998,657,995,560,698,207,674,2.1,44.38,961,254,109.23,100Mbps
614,921,840,506,234,50,203,47,565,474,24.07,25.0,540,105,15.56,10Mbps
288,143,240,204,330,873,902,246,233,175,45.13,35.29,769,212,166.85,10Mbps
114,745,697,236,500,605,331,799,361,358,28.53,14.66,516,446,212.13,100Mbps
716,85,741,662,441,764,349,259,115,239,10.52,17.09,101,33,222.14,10Mbps
973,194,968,576,726,726,428,288,333,805,45.35,13.7,60,290,169.48,10Mbps
248,665,610,839,927,50,75,978,873,572,48.61,5.15,880,469,83.55,100Mbps
80,790,357,490,740,435,361,843,506,19,4.32,19.97,680,61,22.78,50Mbps
541,115,738,679,126,856,878,143,671,44,34.65,48.37,424,251,189.5,100Mbps
633,17,496,660,705,952,391,289,805,214,55.53,33.61,106,350,123.25,50Mbps
781,566,951,531,386,29,213,635,909,339,16.34,9.01,685,218,37.98,50Mbps
240,614,764,4,378,700,703,367,505,776,19.87,0.6,442,220,190.26,50Mbps
954,743,975,593,803,107,809,569,940,248,36.59,23.43,440,46,280.6,10Mbps
5,196,925,587,1000,907,280,19,534,864,59.24,18.73,457,54,272.14,100Mbps
641,286,602,266,201,122,270,703,410,402,53.13,3.37,230,150,217.14,10Mbps
767,362,439,17,277,520,206,490,662,426,18.67,42.55,967,399,231.14,100Mbps
887,489,306,377,32,879,499,698,140,993,34.58,32.7,130,109,284.14,10Mbps
474,475,554,582,730,68,693,748,817,273,32.29,48.19,693,314,286.38,50Mbps
736,163,897,139,779,19,286,315,595,878,35.33,15.49,935,444,210.36,50Mbps
16,387,604,186,215,863,469,385,935,31,58.67,48.16,643,52,170.22,50Mbps
173,481,632,203,295,796,397,3,496,329,8.96,6.33,722,305,175.84,100Mbps
518,747,859,562,904,126,198,480,573,734,55.09,39.12,558,41,164.56,10Mbps
648,919,785,932,247,986,94,226,543,295,43.78,36.34,819,461,11.75,50Mbps
52,942,894,908,137,359,422,994,656,808,12.37,13.16,590,386,39.18,100Mbps
885,169,415,537,661,741,130,395,960,967,50.74,46.89,213,354,234.27,10Mbps
774,432,387,84,57,893,274,282,495,311,41.13,13.44,13,138,269.64,10Mbps
66,624,201,126,817,98,110,411,81,104,54.98,48.61,713,54,125.85,100Mbps
680,840,329,153,412,522,106,31,64,377,13.23,33.91,515,490,131.18,10Mbps
876,132,805,757,994,675,694,892,448,988,22.52,0.19,84,141,165.27,50Mbps
538,598,759,774,82,347,455,410,193,24,24.51,8.97,143,446,20.49,100Mbps
120,942,812,202,834,361,120,583,855,878,56.99,25.3,298,220,109.89,100Mbps
228,481,65,2,512,570,894,449,195,178,55.06,28.42,378,306,181.36,100Mbps
319,56,897,828,717,218,652,517,63,566,9.89,5.96,296,85,285.82,10Mbps
597,591,496,335,57,872,973,964,138,809,2.74,36.74,816,123,18.54,10Mbps
881,876,159,56,192,125,490,211,562,393,47.69,39.65,960,71,185.13,100Mbps
882,331,283,941,83,155,226,252,206,90,41.56,13.77,75,371,260.3,10Mbps
222,61,648,795,646,87,716,853,80,841,13.19,32.55,285,458,203.0,10Mbps
385,863,405,794,511,890,166,712,891,543,17.58,4.67,14,167,218.61,10Mbps
819,543,923,376,621,89,385,335,613,397,58.26,17.08,206,410,289.43,100Mbps
460,266,583,253,846,57,212,345,400,353,43.94,48.65,822,253,103.18,100Mbps
410,379,374,186,904,940,310,300,760,972,30.16,34.13,151,196,58.09,50Mbps
847,901,484,844,818,989,566,562,31,747,20.55,8.89,886,43,91.46,100Mbps
157,735,348,218,415,835,212,124,858,892,23.9,15.8,216,326,43.56,50Mbps
264,62,604,710,252,370,300,144,130,962,58.82,24.78,828,437,116.18,10Mbps
150,252,559,414,330,380,523,796,675,915,12.8,33.69,305,25,161.92,10Mbps
242,551,771,760,533,368,554,615,944,89,43.58,35.51,422,428,171.23,10Mbps
678,27,878,574,868,839,236,966,29,767,48.23,2.08,297,177,160.99,50Mbps
191,234,126,107,60,698,99,194,553,272,58.88,13.45,336,259,239.73,50Mbps
849,358,674,377,547,527,254,277,188,527,2.15,17.96,777,423,46.54,10Mbps
26,532,433,873,58,736,959,148,329,196,47.67,16.64,830,319,87.61,50Mbps
115,454,986,39,382,525,897,603,739,496,51.7,34.48,512,120,63.23,10Mbps
120,211,38,687,568,254,41,505,318,558,52.31,9.23,357,448,29.26,100Mbps
198,619,824,979,101,520,916,5,18,931,49.03,46.89,958,148,198.54,50Mbps
437,487,943,752,330,457,806,916,482,415,49.66,47.48,308,61,250.57,100Mbps
413,841,146,462,342,404,283,707,385,597,56.01,34.84,522,424,165.04,50Mbps
307,588,610,681,577,900,427,850,827,76,29.35,9.56,234,420,266.64,10Mbps
145,577,382,78,982,859,99,371,541,520,31.08,36.11,273,29,122.83,10Mbps
674,418,320,253,509,900,288,299,507,155,53.8,48.14,931,323,155.24,10Mbps
222,619,558,619,877,883,713,626,711,903,32.6,18.18,695,459,190.71,10Mbps
980,63,754,33,124,554,171,233,59,380,45.99,2.14,832,225,223.32,10Mbps
348,929,731,457,913,140,258,363,787,690,6.29,13.2,336,54,193.27,10Mbps
351,338,540,681,507,611,277,166,840,597,5.14,49.31,923,328,217.36,50Mbps
857,714,155,932,269,498,915,385,91,40,52.99,14.36,840,217,164.73,50Mbps
401,350,441,718,732,185,408,704,761,1000,6.22,18.88,601,291,61.47,50Mbps
4,773,444,709,224,897,130,107,830,121,44.99,24.4,989,391,76.81,100Mbps
387,770,428,64,165,818,623,260,762,182,48.55,18.8,797,235,178.45,10Mbps
309,818,480,533,198,394,996,823,420,999,34.13,26.33,644,402,59.46,10Mbps
760,909,690,32,638,979,702,70,437,225,53.45,3.87,468,34,44.03,10Mbps
631,271,910,723,379,260,291,99,932,40,42.23,24.34,724,273,196.6,50Mbps
860,609,403,724,555,668,277,346,451,873,10.64,8.42,502,193,55.65,50Mbps
507,446,327,219,72,970,951,198,267,964,4.87,1.55,865,489,125.63,10Mbps
101,820,733,32,287,301,547,517,613,757,59.47,33.27,4,41,105.88,50Mbps
450,724,924,487,955,404,528,279,907,569,10.9,23.27,996,427,112.78,10Mbps
123,479,498,149,754,297,447,334,415,672,57.17,16.24,336,127,77.01,50Mbps
457,153,898,43,453,514,987,637,166,260,51.15,4.33,477,157,249.01,10Mbps
419,926,642,728,776,304,547,792,289,766,47.79,48.74,194,32,96.49,100Mbps
491,143,861,957,171,217,201,574,675,118,54.44,30.91,727,443,40.35,100Mbps
973,346,664,797,811,135,383,590,563,282,44.11,8.48,441,57,221.47,100Mbps
848,187,160,518,983,476,294,247,71,566,10.61,37.01,849,455,286.11,50Mbps
5,395,976,709,511,792,486,379,48,459,44.47,23.83,459,490,210.04,50Mbps
209,157,90,954,460,707,484,304,998,882,5.21,11.5,367,458,221.76,10Mbps
582,471,124,449,73,956,799,969,89,209,28.74,29.34,36,81,138.73,10Mbps
213,206,693,480,182,936,75,858,36,375,20.51,16.89,224,127,83.89,10Mbps
448,766,186,298,342,455,513,740,163,115,24.07,40.2,566,274,207.62,10Mbps
769,884,475,949,379,334,315,436,808,920,10.65,40.36,753,184,163.74,50Mbps
767,741,33,227,413,303,202,732,855,25,13.68,4.81,284,45,237.44,50Mbps
946,104,624,598,987,893,892,855,362,760,6.5,4.3,987,432,98.81,100Mbps
544,437,151,839,641,306,421,28,275,863,14.79,8.76,856,131,156.52,10Mbps
611,880,311,378,907,391,663,134,304,335,58.87,36.6,47,451,125.62,50Mbps
636,406,844,282,700,149,452,976,359,661,37.17,19.8,360,27,196.4,50Mbps
821,683,44,270,101,441,379,107,269,455,2.82,2.94,774,72,14.97,10Mbps
167,12,676,478,22,97,85,572,118,644,33.04,27.47,326,305,127.83,100Mbps
304,285,957,799,85,834,83,43,121,427,11.42,45.05,446,262,276.65,50Mbps
384,622,49,346,148,263,239,645,851,724,43.12,9.77,836,450,207.84,10Mbps
842,317,564,2,696,941,958,518,866,868,50.7,8.97,339,93,19.13,50Mbps
14,554,754,728,783,813,113,414,367,26,33.58,1.28,754,76,101.83,50Mbps
684,770,95,346,638,254,375,872,976,752,5.45,25.84,991,326,282.71,50Mbps
493,309,430,99,194,835,286,995,208,923,2.07,48.49,458,78,277.9,50Mbps
370,835,755,136,572,826,383,972,504,568,53.35,40.66,455,309,212.53,50Mbps
597,152,744,687,868,222,280,104,759,680,15.25,31.54,455,93,142.28,100Mbps
151,523,893,23,432,924,748,583,179,578,12.85,15.83,435,86,82.14,50Mbps
972,112,466,331,301,646,807,159,995,520,38.39,9.97,541,397,36.62,50Mbps
575,299,825,49,147,979,161,390,728,294,45.52,17.11,120,143,32.41,100Mbps
446,822,426,751,344,986,933,904,881,603,19.21,40.03,97,422,290.63,10Mbps
662,109,495,492,554,955,335,24,852,368,59.26,45.1,871,403,275.59,10Mbps
53,255,291,220,399,882,36,947,504,274,44.72,10.38,283,467,268.76,100Mbps
530,148,659,367,900,440,444,766,955,541,5.46,44.32,36,160,248.03,50Mbps
64,873,138,321,124,653,710,405,212,161,29.1,13.45,944,210,128.87,10Mbps
726,954,428,514,305,638,766,770,189,444,31.38,32.08,187,289,94.76,50Mbps
133,380,976,21,145,705,60,190,673,178,44.57,48.07,247,273,186.91,50Mbps
769,629,985,152,178,621,736,670,452,548,8.94,20.94,93,126,190.17,10Mbps
949,944,266,157,760,992,984,146,907,294,46.38,14.62,109,161,51.62,50Mbps
336,727,933,321,391,702,198,271,187,719,21.71,20.25,243,331,179.59,50Mbps
572,545,268,653,976,590,499,113,901,917,38.72,42.7,389,95,167.48,50Mbps
653,636,524,880,798,430,139,937,314,561,48.86,31.06,731,249,116.65,50Mbps
348,593,109,775,721,483,755,386,43,911,39.19,16.26,921,403,99.94,100Mbps
296,609,977,371,869,379,875,72,875,925,20.23,36.15,949,439,90.33,100Mbps
258,442,86,339,242,186,315,372,186,537,17.2,12.5,567,164,98.14,50Mbps
86,200,851,881,907,378,579,475,551,467,22.43,38.99,427,119,49.85,100Mbps
805,57,944,228,830,963,309,462,241,515,40.85,9.69,357,417,145.16,100Mbps
358,993,425,957,641,812,174,854,196,724,26.75,37.13,530,200,203.31,50Mbps
293,166,990,270,234,704,472,478,825,407,25.68,7.4,215,409,52.88,50Mbps
48,548,741,466,293,179,279,838,932,49,53.99,46.68,773,65,40.41,50Mbps
309,964,685,407,105,247,439,456,376,639,26.34,17.59,141,258,156.23,10Mbps
130,874,951,291,292,519,121,534,235,98,40.19,5.96,985,270,187.36,50Mbps
76,189,935,618,595,10,699,735,684,441,51.0,26.2,610,481,151.0,10Mbps
724,174,156,455,255,338,595,174,452,780,37.71,21.48,656,358,203.52,100Mbps
467,174,413,250,803,341,439,201,896,411,55.77,30.77,480,248,143.0,100Mbps
932,229,250,60,549,50,560,201,525,220,53.27,3.66,189,424,218.71,50Mbps
941,458,706,40,684,175,10,664,543,331,54.78,23.44,892,109,49.92,50Mbps
572,763,297,941,763,327,413,683,277,889,52.44,36.48,475,37,157.71,10Mbps
709,941,108,147,780,681,114,225,651,150,28.78,44.63,525,364,169.96,10Mbps
67,365,435,225,866,861,484,772,973,351,39.35,4.69,936,383,263.26,100Mbps
363,951,657,101,484,960,996,880,921,42,21.9,23.89,848,437,29.3,100Mbps
752,541,50,271,640,927,769,167,186,235,50.37,23.11,931,437,104.02,50Mbps
43,794,985,810,403,251,352,960,946,578,47.44,3.87,988,282,142.47,100Mbps
210,28,202,891,219,863,907,650,438,253,3.6,47.0,269,488,90.89,50Mbps
46,363,500,971,629,329,708,375,504,807,35.79,30.48,723,52,79.89,10Mbps
601,150,57,757,175,506,149,636,210,468,12.77,12.62,877,262,242.38,100Mbps
105,981,325,714,121,177,718,223,227,6,49.69,5.23,887,11,148.87,100Mbps
108,216,248,376,512,951,11,17,366,281,40.46,43.47,627,33,78.54,10Mbps
889,172,799,505,598,725,90,891,744,634,29.02,22.12,879,254,223.18,10Mbps
375,606,955,349,41,317,280,740,453,18,9.71,30.01,393,341,202.34,50Mbps
21,227,571,675,308,558,245,180,500,457,41.42,43.89,158,153,233.81,10Mbps
272,197,333,185,10,304,348,940,100,584,13.8,29.58,802,69,207.96,10Mbps
48,414,231,204,590,629,731,4,897,783,21.69,19.48,755,22,230.85,10Mbps
926,701,117,68,940,964,509,315,808,856,8.81,33.61,654,284,14.29,100Mbps
995,156,977,981,95,120,514,194,739,821,27.09,16.25,135,37,107.96,10Mbps
246,155,304,996,69,16,378,880,945,829,39.69,25.05,876,477,50.54,50Mbps
917,604,543,415,657,565,665,656,572,638,59.47,47.26,681,404,185.9,100Mbps
651,698,501,925,913,390,500,314,779,614,17.13,40.07,836,63,56.31,10Mbps
291,736,771,859,236,996,978,826,947,48,23.53,1.45,652,453,84.93,50Mbps
482,38,463,658,95,536,735,608,712,13,55.47,23.73,867,92,211.53,50Mbps
198,530,736,607,578,77,124,462,228,407,12.75,1.51,175,292,63.47,50Mbps
511,179,887,471,106,272,108,197,334,356,12.27,19.47,583,486,25.2,50Mbps
206,64,249,408,51,938,902,518,169,264,15.12,49.25,390,307,68.91,10Mbps
876,337,788,155,329,151,560,704,976,248,26.55,9.22,843,295,13.08,100Mbps
595,294,871,851,571,897,805,266,886,893,23.28,35.53,283,138,162.8,10Mbps
958,471,164,556,992,816,106,254,231,821,3.85,4.03,580,420,97.07,100Mbps
83,649,238,662,202,713,812,264,85,802,10.32,4.42,28,415,167.05,100Mbps
440,788,722,688,858,673,677,712,535,644,5.2,4.74,946,69,264.36,50Mbps
979,787,158,232,398,379,575,709,694,460,20.9,48.43,449,476,92.21,100Mbps
198,920,331,390,790,260,1000,204,201,19,55.76,6.1,877,216,277.63,10Mbps
567,747,268,279,910,683,872,338,32,411,21.82,18.15,668,362,22.85,100Mbps
210,480,131,269,370,865,604,352,458,650,25.33,17.66,1000,341,14.04,10Mbps
141,570,938,175,474,990,474,945,678,742,49.1,17.07,186,234,252.49,10Mbps
370,796,98,949,484,666,836,991,55,592,7.8,2.16,633,81,172.2,10Mbps
259,924,103,250,301,523,308,607,716,774,34.56,49.19,365,123,142.95,100Mbps
487,867,238,340,869,618,609,411,617,416,36.47,16.94,837,293,141.31,50Mbps
869,374,264,240,405,799,651,369,321,770,33.37,31.96,85,475,81.57,10Mbps
463,203,904,866,317,553,234,430,278,735,45.18,31.07,23,29,27.56,10Mbps
170,34,713,354,191,653,680,442,523,582,52.9,12.48,650,491,137.35,10Mbps
574,744,10,199,909,661,655,274,636,545,55.78,28.85,173,130,131.71,50Mbps
230,975,891,841,427,786,934,107,313,185,49.59,41.58,221,92,161.99,100Mbps
392,369,552,434,892,825,149,731,378,946,50.45,5.51,265,167,186.61,50Mbps
35,205,252,7,742,268,600,284,815,789,30.03,31.39,696,400,260.46,10Mbps
754,828,628,274,367,474,747,524,547,586,2.72,28.7,737,69,36.07,100Mbps
96,524,581,709,204,494,968,88,852,536,36.28,20.67,102,447,241.96,50Mbps
832,886,220,889,526,632,150,532,267,135,27.72,31.07,200,463,213.0,50Mbps
339,287,718,485,569,399,246,13,373,69,46.3,5.79,237,492,283.29,100Mbps
223,438,298,918,770,541,364,60,198,731,21.6,19.57,554,499,270.65,10Mbps
515,27,780,353,128,595,734,512,455,283,29.53,4.2,785,356,289.98,50Mbps
569,428,732,651,132,815,54,293,162,248,48.89,12.77,59,238,74.89,10Mbps
927,469,11,783,128,400,151,18,254,961,28.36,5.48,306,490,28.3,100Mbps
986,405,52,727,444,538,210,455,95,738,58.5,30.43,785,211,52.74,100Mbps
292,981,392,586,46,918,191,67,663,223,46.09,33.93,222,349,130.3,100Mbps
157,173,249,359,733,494,711,600,76,57,10.75,18.31,175,474,11.6,100Mbps
100,727,461,136,994,140,575,10,583,140,7.76,17.5,515,263,19.83,50Mbps
977,23,12,542,337,21,69,786,350,144,58.54,17.57,85,248,114.52,50Mbps
608,477,865,596,876,437,820,819,486,565,23.12,7.74,930,48,82.45,50Mbps
445,580,955,58,556,782,418,630,648,85,9.72,31.15,348,90,159.69,100Mbps
310,721,402,64,220,286,110,558,948,357,6.29,39.12,16,482,299.6,10Mbps
150,653,247,167,699,157,693,947,358,950,31.31,32.66,616,412,78.92,100Mbps
515,192,168,217,351,239,305,139,519,827,39.75,1.26,279,257,31.78,10Mbps
222,605,204,524,546,98,57,917,848,307,16.78,19.33,278,137,18.95,10Mbps
867,505,433,33,278,455,439,868,409,583,3.04,33.54,968,26,91.06,100Mbps
161,133,353,311,147,208,538,776,144,775,47.18,18.69,572,33,243.42,100Mbps
107,728,140,147,479,225,452,556,152,381,24.36,49.24,832,388,76.99,100Mbps
525,611,944,130,860,38,408,582,551,321,29.47,34.74,253,205,205.13,10Mbps
10,438,670,684,156,961,625,387,727,446,41.64,38.55,7,432,74.24,100Mbps
20,421,926,245,812,942,153,167,800,322,26.64,9.7,927,104,176.96,100Mbps
4,953,559,301,330,770,668,338,427,743,7.56,22.02,607,237,187.72,50Mbps
268,447,602,129,65,794,766,159,283,181,34.15,33.44,117,44,233.87,100Mbps
